device_id,country,first_game_ver,game_ver_num,network_name,demographic,play_time,days_since_release
076304B708D8EF00AF217D363B5,HK,0.11.0,110,network A,unknown,102.4044433,6
076304B708D8EF00AF217D363B5,HK,0.11.0,110,network A,unknown,44.04543109,5
076305E108D8EE3AE5035558FF4,HK,0.11.0,110,network A,unknown,30.33150178,7
076305E108D8EE3AE5035558FF4,HK,0.11.0,110,network A,unknown,30.33150178,6
076305E108D8EE3AE5035558FF4,HK,0.11.0,110,network A,unknown,30.33150178,5
076305E108D8EE3AE5035558FF4,HK,0.11.0,110,network A,unknown,30.33150178,4
0763078B08D8EEFDCA780BAC1C8,HK,0.11.0,110,network A,F 18-24,49.15963792,7
0763078B08D8EEFDCA780BAC1C8,HK,0.11.0,110,network A,F 18-24,49.15963792,6
0763078B08D8EEFDCA780BAC1C8,HK,0.11.0,110,network A,F 18-24,49.15963792,5
0763081408D8EF80E576D27A57A,HK,0.11.0,110,network A,F 18-24,74.83314774,7
0763081408D8EF80E576D27A57A,HK,0.11.0,110,network A,F 18-24,74.83314774,6
076308EA08D8EFAB983E4B2AB4C,HK,0.11.0,110,network A,unknown,41.6533312,7
076308EA08D8EFAB983E4B2AB4C,HK,0.11.0,110,network A,unknown,41.6533312,6
076308F408D8EEED32182FE6771,HK,0.11.0,110,network E,F 18-24,39.45465752,7
076308F408D8EEED32182FE6771,HK,0.11.0,110,network E,F 18-24,39.45465752,6
076308F408D8EEED32182FE6771,HK,0.11.0,110,network E,F 18-24,39.45465752,5
076309D408D8EEE7E672D3C091E,HK,0.11.0,110,network A,unknown,121.4084017,7
076309D408D8EEE7E672D3C091E,HK,0.11.0,110,network A,unknown,71.63567547,6
076309D408D8EEE7E672D3C091E,HK,0.11.0,110,network A,unknown,27.32526304,5
07630A1808D8EF9113D63C72842,HK,0.11.0,110,network A,F 18-24,49.51434136,7
07630A1808D8EF9113D63C72842,HK,0.11.0,110,network A,F 18-24,49.34571917,6
07630A3508D8EF1CF62109BA963,HK,0.11.0,110,network A,unknown,88.84441457,7
07630A3508D8EF1CF62109BA963,HK,0.11.0,110,network A,unknown,88.84441457,6
07630A3508D8EF1CF62109BA963,HK,0.11.0,110,network A,unknown,34.64101615,5
07630A4F08D8EFB092F0A5B475C,HK,0.11.0,110,network D,F 18-24,15.05556376,7
07630A4F08D8EFB092F0A5B475C,HK,0.11.0,110,network D,F 18-24,15.05556376,6
07630A8108D8EE11B1C5D568B12,GB,0.11.0,110,network A,unknown,121.8469121,7
07630A8108D8EE11B1C5D568B12,GB,0.11.0,110,network A,unknown,121.3260071,6
07630A8108D8EE11B1C5D568B12,GB,0.11.0,110,network A,unknown,121.3260071,5
07630A8108D8EE11B1C5D568B12,GB,0.11.0,110,network A,unknown,109.3770086,4
07630A9C08D8EF8CEEF61A52AB4,GB,0.11.0,110,network A,F 18-24,22.73037615,7
07630A9C08D8EF8CEEF61A52AB4,GB,0.11.0,110,network A,F 18-24,22.73037615,6
07630AA208D8EF891DDC91A6975,GB,0.11.0,110,network A,F 18-24,30.02782043,7
07630AA208D8EF891DDC91A6975,GB,0.11.0,110,network A,F 18-24,28.04763805,6
07630AE608D8EF9479B03DEC900,DE,0.11.0,110,network C,F 25-34,59.38577271,7
07630AE608D8EF9479B03DEC900,DE,0.11.0,110,network C,F 25-34,59.38577271,6
07630AF408D8EECE511037E6175,GB,0.11.0,110,network A,unknown,26.61446975,7
07630AF408D8EECE511037E6175,GB,0.11.0,110,network A,unknown,26.61446975,6
07630AF408D8EECE511037E6175,GB,0.11.0,110,network A,unknown,26.61446975,5
07630C1B08D8EE37791998DC41A,GB,0.11.0,110,network A,unknown,68.556546,7
07630C1B08D8EE37791998DC41A,GB,0.11.0,110,network A,unknown,68.556546,6
07630C1B08D8EE37791998DC41A,GB,0.11.0,110,network A,unknown,68.556546,5
07630C1B08D8EE37791998DC41A,GB,0.11.0,110,network A,unknown,57.15478983,4
07630C6B08D8EF71539A5CC84FC,GB,0.11.0,110,network D,F 18-24,39.07262469,7
07630C6B08D8EF71539A5CC84FC,GB,0.11.0,110,network D,F 18-24,39.07262469,6
07630D0008D8EF146D8377D0F1A,GB,0.11.0,110,network A,F 18-24,51.46192767,7
07630D0008D8EF146D8377D0F1A,GB,0.11.0,110,network A,F 18-24,51.46192767,6
07630D0008D8EF146D8377D0F1A,GB,0.11.0,110,network A,F 18-24,42.73956013,5
07630D3008D8EF72EBD280A085E,AU,0.11.0,110,network E,F 18-24,45.77116997,7
07630D3008D8EF72EBD280A085E,AU,0.11.0,110,network E,F 18-24,45.77116997,6
07630D3008D8EF72EBD280A085E,AU,0.11.0,110,network E,F 18-24,45.77116997,5
07630D3F08D8EE25686E19ACE95,GB,0.11.0,110,network A,unknown,26.52036953,7
07630D3F08D8EE25686E19ACE95,GB,0.11.0,110,network A,unknown,26.52036953,6
07630D3F08D8EE25686E19ACE95,GB,0.11.0,110,network A,unknown,26.52036953,5
07630D3F08D8EE25686E19ACE95,GB,0.11.0,110,network A,unknown,26.52036953,4
07630D4E08D8EF1062890AF6A82,GB,0.11.0,110,network A,unknown,15.49193338,7
07630D4E08D8EF1062890AF6A82,GB,0.11.0,110,network A,unknown,15.49193338,6
07630D4E08D8EF1062890AF6A82,GB,0.11.0,110,network A,unknown,15.49193338,5
07630D9608D8EF904CF2E42AC61,GB,0.11.0,110,network A,unknown,24.49489743,7
07630D9608D8EF904CF2E42AC61,GB,0.11.0,110,network A,unknown,24.49489743,6
07630EE708D8EF172BCE39BC305,GB,0.11.0,110,network A,unknown,18.97366596,7
07630EE708D8EF172BCE39BC305,GB,0.11.0,110,network A,unknown,18.97366596,6
07630EE708D8EF172BCE39BC305,GB,0.11.0,110,network A,unknown,18.97366596,5
07630F7108D8ED963329424211B,GB,0.11.0,110,network A,unknown,21.75614856,7
07630F7108D8ED963329424211B,GB,0.11.0,110,network A,unknown,21.75614856,6
07630F7108D8ED963329424211B,GB,0.11.0,110,network A,unknown,21.75614856,5
07630F7108D8ED963329424211B,GB,0.11.0,110,network A,unknown,21.75614856,4
0763108908D8EEDCFA65F8EA3B3,GB,0.11.0,110,network A,unknown,51.86520992,7
0763108908D8EEDCFA65F8EA3B3,GB,0.11.0,110,network A,unknown,51.86520992,6
0763108908D8EEDCFA65F8EA3B3,GB,0.11.0,110,network A,unknown,51.86520992,5
076310FC08D8ED902B6BA1CCEF0,GB,0.11.0,110,network A,unknown,21.60254615,7
076310FC08D8ED902B6BA1CCEF0,GB,0.11.0,110,network A,unknown,21.60254615,6
076310FC08D8ED902B6BA1CCEF0,GB,0.11.0,110,network A,unknown,21.60254615,5
076310FC08D8ED902B6BA1CCEF0,GB,0.11.0,110,network A,unknown,21.60254615,4
0763113108D8EF5B8F74BEACA41,GB,0.11.0,110,network A,unknown,102.4939023,7
0763113108D8EF5B8F74BEACA41,GB,0.11.0,110,network A,unknown,102.4939023,6
0763125708D8EF188B1BCB2CCCB,GB,0.11.0,110,network A,unknown,146.4752539,7
0763125708D8EF188B1BCB2CCCB,GB,0.11.0,110,network A,unknown,146.4752539,6
0763125708D8EF188B1BCB2CCCB,GB,0.11.0,110,network A,unknown,112.1234587,5
0763130108D8EF20F8874B340CB,GB,0.11.0,110,network A,F 18-24,83.39664262,7
0763130108D8EF20F8874B340CB,GB,0.11.0,110,network A,F 18-24,67.87245391,6
0763134308D8EED95C1DD3D6979,NZ,0.11.0,110,network D,F 18-24,49.98329721,7
0763134308D8EED95C1DD3D6979,NZ,0.11.0,110,network D,F 18-24,49.98329721,6
0763134308D8EED95C1DD3D6979,NZ,0.11.0,110,network D,F 18-24,49.98329721,5
0763139708D8EEE36FEBE0C4D86,NZ,0.11.0,110,network A,unknown,57.37307731,7
0763139708D8EEE36FEBE0C4D86,NZ,0.11.0,110,network A,unknown,57.37307731,6
0763139708D8EEE36FEBE0C4D86,NZ,0.11.0,110,network A,unknown,57.37307731,5
076313E108D8EEF0513098706AA,NZ,0.11.0,110,network C,F 25-34,37.77128539,7
076313E108D8EEF0513098706AA,NZ,0.11.0,110,network C,F 25-34,37.77128539,6
076313E108D8EEF0513098706AA,NZ,0.11.0,110,network C,F 25-34,37.77128539,5
0763144208D8EEFF2FE2AEEC341,NZ,0.11.0,110,network A,unknown,15.27514321,7
0763144208D8EEFF2FE2AEEC341,NZ,0.11.0,110,network A,unknown,15.27514321,6
0763144208D8EEFF2FE2AEEC341,NZ,0.11.0,110,network A,unknown,15.27514321,5
0763144508D8EF0FE4C4F558410,NZ,0.11.0,110,network A,unknown,70.14271167,7
0763144508D8EF0FE4C4F558410,NZ,0.11.0,110,network A,unknown,70.14271167,6
0763144508D8EF0FE4C4F558410,NZ,0.11.0,110,network A,unknown,70.14271167,5
0763144B08D8EF1FCCB19D1C52D,NZ,0.11.0,110,network C,F 25-34,28.92524849,7
0763144B08D8EF1FCCB19D1C52D,NZ,0.11.0,110,network C,F 25-34,28.92524849,6
0763144B08D8EF1FCCB19D1C52D,NZ,0.11.0,110,network C,F 25-34,28.92524849,5
0763154E08D8EF0E9AF310E698C,NZ,0.11.0,110,network A,unknown,83.45657553,7
0763154E08D8EF0E9AF310E698C,NZ,0.11.0,110,network A,unknown,83.45657553,6
0763154E08D8EF0E9AF310E698C,NZ,0.11.0,110,network A,unknown,72.29571218,5
076315BF08D8EE97554775E068D,NZ,0.11.0,110,network A,unknown,68.556546,7
076315BF08D8EE97554775E068D,NZ,0.11.0,110,network A,unknown,68.556546,6
076315BF08D8EE97554775E068D,NZ,0.11.0,110,network A,unknown,68.556546,5
076315F708D8EEF14640ADF03A6,NZ,0.11.0,110,network A,unknown,38.20994635,7
076315F708D8EEF14640ADF03A6,NZ,0.11.0,110,network A,unknown,38.20994635,6
076315F708D8EEF14640ADF03A6,NZ,0.11.0,110,network A,unknown,38.20994635,5
0763164808D8EE557677D9FECFE,NZ,0.11.0,110,network A,unknown,34.44807687,7
0763164808D8EE557677D9FECFE,NZ,0.11.0,110,network A,unknown,34.44807687,6
0763164808D8EE557677D9FECFE,NZ,0.11.0,110,network A,unknown,34.44807687,5
0763164808D8EE557677D9FECFE,NZ,0.11.0,110,network A,unknown,34.44807687,4
076317F208D8EEDE3F684082A0F,GB,0.11.0,110,network A,unknown,27.38612788,7
076317F208D8EEDE3F684082A0F,GB,0.11.0,110,network A,unknown,27.38612788,6
076317F208D8EEDE3F684082A0F,GB,0.11.0,110,network A,unknown,27.38612788,5
0763185D08D8EF666FD012C6362,GB,0.11.0,110,network A,unknown,71.97221686,7
0763185D08D8EF666FD012C6362,GB,0.11.0,110,network A,unknown,71.97221686,6
0763194908D8EF86AEC27828EFD,GB,0.11.0,110,network A,unknown,46.02531912,7
0763194908D8EF86AEC27828EFD,GB,0.11.0,110,network A,unknown,46.02531912,6
07631AD208D8EFC155EB3402FC2,AU,0.11.0,110,network E,F 18-24,150.1388357,7
07631AD208D8EFC155EB3402FC2,AU,0.11.0,110,network E,F 18-24,144.3086969,6
07631B4208D8ED7D1570F344E7D,GB,0.11.0,110,network C,F 25-34,51.57518783,7
07631B4208D8ED7D1570F344E7D,GB,0.11.0,110,network C,F 25-34,51.57518783,6
07631B4208D8ED7D1570F344E7D,GB,0.11.0,110,network C,F 25-34,51.57518783,5
07631B4208D8ED7D1570F344E7D,GB,0.11.0,110,network C,F 25-34,51.57518783,4
07631B4208D8ED7D1570F344E7D,GB,0.11.0,110,network C,F 25-34,51.57518783,3
07631B5D08D8EE30E43688027E0,GB,0.11.0,110,network A,unknown,52.24940191,7
07631B5D08D8EE30E43688027E0,GB,0.11.0,110,network A,unknown,52.24940191,6
07631B5D08D8EE30E43688027E0,GB,0.11.0,110,network A,unknown,52.24940191,5
07631B5D08D8EE30E43688027E0,GB,0.11.0,110,network A,unknown,48.95579639,4
07631B6108D8EEFD0B1D3408FBB,GB,0.11.0,110,network A,unknown,34.64101615,7
07631B6108D8EEFD0B1D3408FBB,GB,0.11.0,110,network A,unknown,34.64101615,6
07631B6108D8EEFD0B1D3408FBB,GB,0.11.0,110,network A,unknown,34.64101615,5
07631BAD08D8EF12520B771663E,GB,0.11.0,110,network A,unknown,114.2657867,7
07631BAD08D8EF12520B771663E,GB,0.11.0,110,network A,unknown,114.2657867,6
07631BAD08D8EF12520B771663E,GB,0.11.0,110,network A,unknown,101.39857,5
07631C8008D8EF1E6F82D558D22,GB,0.11.0,110,network A,unknown,71.43759514,7
07631C8008D8EF1E6F82D558D22,GB,0.11.0,110,network A,unknown,71.43759514,6
07631C8008D8EF1E6F82D558D22,GB,0.11.0,110,network A,unknown,31.85906464,5
07631CB108D8EFFEDB915478D26,GB,0.11.0,110,network C,F 25-34,28.83868929,7
07631CCA08D8EDF832362F5A08F,JM,0.11.0,110,network C,F 25-34,101.1764301,7
07631CCA08D8EDF832362F5A08F,JM,0.11.0,110,network C,F 25-34,101.1764301,6
07631CCA08D8EDF832362F5A08F,JM,0.11.0,110,network C,F 25-34,101.1764301,5
07631CCA08D8EDF832362F5A08F,JM,0.11.0,110,network C,F 25-34,70.17834424,4
07631D0A08D8ED8F32B5AE6044F,GB,0.11.0,110,network A,unknown,26.45751311,7
07631D0A08D8ED8F32B5AE6044F,GB,0.11.0,110,network A,unknown,26.45751311,6
07631D0A08D8ED8F32B5AE6044F,GB,0.11.0,110,network A,unknown,26.45751311,5
07631D0A08D8ED8F32B5AE6044F,GB,0.11.0,110,network A,unknown,26.45751311,4
07631D8508D8EF39B6B9A530DE3,GB,0.11.0,110,network A,unknown,46.33217025,7
07631D8508D8EF39B6B9A530DE3,GB,0.11.0,110,network A,unknown,46.33217025,6
07631DD708D8EFD5D0CCAEF81E1,GB,0.11.0,110,network A,unknown,31.78049716,7
07631DD708D8EFD5D0CCAEF81E1,GB,0.11.0,110,network A,unknown,31.78049716,6
0763202608D8EFE20D2D544AFC1,AU,0.11.0,110,network A,F 18-24,29.55215728,7
0763202608D8EFE20D2D544AFC1,AU,0.11.0,110,network A,F 18-24,29.55215728,6
0763207308D8EEE45F66A2CEE28,GB,0.11.0,110,network A,F 18-24,75.72978278,7
0763207308D8EEE45F66A2CEE28,GB,0.11.0,110,network A,F 18-24,75.72978278,6
0763207308D8EEE45F66A2CEE28,GB,0.11.0,110,network A,F 18-24,61.01909537,5
076320A608D8F0013363DA5C990,NZ,0.11.0,110,network E,F 18-24,43.20497657,7
076320A608D8F0013363DA5C990,NZ,0.11.0,110,network E,F 18-24,43.20497657,6
0763219008D8EFE8B2DB567A969,US,0.11.0,110,network A,unknown,34.78505426,7
0763219008D8EFE8B2DB567A969,US,0.11.0,110,network A,unknown,34.78505426,6
076321AD08D8EECF92201DF4A1A,US,0.11.0,110,network A,unknown,66.30739024,7
076321AD08D8EECF92201DF4A1A,US,0.11.0,110,network A,unknown,66.30739024,6
076321AD08D8EECF92201DF4A1A,US,0.11.0,110,network A,unknown,58.53776559,5
076322A008D8EFB5591CE6B810D,US,0.11.0,110,network C,F 25-34,6.831544481,7
076322A008D8EFB5591CE6B810D,US,0.11.0,110,network C,F 25-34,6.831544481,6
076324E608D8ED8516ECC722857,US,0.11.0,110,network A,unknown,71.07510113,7
076324E608D8ED8516ECC722857,US,0.11.0,110,network A,unknown,70.86374249,6
076324E608D8ED8516ECC722857,US,0.11.0,110,network A,unknown,70.86374249,5
076324E608D8ED8516ECC722857,US,0.11.0,110,network A,unknown,68.75078181,4
076324EE08D8EF20F9ACDC9A9BC,US,0.11.0,110,network A,unknown,73.06387616,7
076324EE08D8EF20F9ACDC9A9BC,US,0.11.0,110,network A,unknown,73.06387616,6
076325BD08D8EF1D326EFC4C596,US,0.11.0,110,network A,unknown,43.47413024,7
076325BD08D8EF1D326EFC4C596,US,0.11.0,110,network A,unknown,43.47413024,6
076325BD08D8EF1D326EFC4C596,US,0.11.0,110,network A,unknown,43.47413024,5
076326AD08D8F03321AF9A942AF,US,0.11.0,110,network D,F 18-24,75.56454195,7
0763274F08D8EE52E5739436373,US,0.11.0,110,network A,unknown,69.20982589,7
0763274F08D8EE52E5739436373,US,0.11.0,110,network A,unknown,68.41052551,6
0763274F08D8EE52E5739436373,US,0.11.0,110,network A,unknown,65.97976963,5
0763274F08D8EE52E5739436373,US,0.11.0,110,network A,unknown,39.8330265,4
076327E508D8EE17004990DA50C,US,0.11.0,110,network A,unknown,57.18391382,7
076327E508D8EE17004990DA50C,US,0.11.0,110,network A,unknown,57.18391382,6
076327E508D8EE17004990DA50C,US,0.11.0,110,network A,unknown,57.18391382,5
076327E508D8EE17004990DA50C,US,0.11.0,110,network A,unknown,57.18391382,4
0763280608D8EE31EF7DC8AAF09,US,0.11.0,110,network A,unknown,99.01176698,7
0763280608D8EE31EF7DC8AAF09,US,0.11.0,110,network A,unknown,99.01176698,6
0763280608D8EE31EF7DC8AAF09,US,0.11.0,110,network A,unknown,99.01176698,5
0763280608D8EE31EF7DC8AAF09,US,0.11.0,110,network A,unknown,71.80995753,4
076328E308D8ED87DBF5975E91A,US,0.11.0,110,network A,F 18-24,25.65794224,7
076328E308D8ED87DBF5975E91A,US,0.11.0,110,network A,F 18-24,25.65794224,6
076328E308D8ED87DBF5975E91A,US,0.11.0,110,network A,F 18-24,25.65794224,5
076328E308D8ED87DBF5975E91A,US,0.11.0,110,network A,F 18-24,25.65794224,4
076328E308D8ED87DBF5975E91A,US,0.11.0,110,network A,F 18-24,25.65794224,3
076328EC08D8EE8F885CFE76920,US,0.11.0,110,network A,unknown,11.40175425,7
076328EC08D8EE8F885CFE76920,US,0.11.0,110,network A,unknown,11.40175425,6
076328EC08D8EE8F885CFE76920,US,0.11.0,110,network A,unknown,11.40175425,5
0763297908D8EFB747B2981272B,US,0.11.0,110,network D,F 18-24,10.95445115,7
0763297908D8EFB747B2981272B,US,0.11.0,110,network D,F 18-24,10.95445115,6
076329FC08D8F0468FB096D48F9,US,0.11.0,110,network E,F 18-24,67.41661516,7
076329FC08D8F0468FB096D48F9,US,0.11.0,110,network E,F 18-24,67.41661516,6
07632A0208D8EE70150F69DC4EC,BR,0.11.0,110,network A,unknown,130.6522101,7
07632A0208D8EE70150F69DC4EC,BR,0.11.0,110,network A,unknown,130.6522101,6
07632A0208D8EE70150F69DC4EC,BR,0.11.0,110,network A,unknown,130.6522101,5
07632A2408D8EFD3663FBE2E70D,BR,0.11.0,110,network A,unknown,91.73330911,7
07632A2408D8EFD3663FBE2E70D,BR,0.11.0,110,network A,unknown,66.34508271,6
07632A6208D8EED969ADD97E905,BR,0.11.0,110,network A,unknown,25.49509757,7
07632A6208D8EED969ADD97E905,BR,0.11.0,110,network A,unknown,25.49509757,6
07632A6208D8EED969ADD97E905,BR,0.11.0,110,network A,unknown,25.49509757,5
07632A8908D8F043DE04E4AA1EA,BR,0.11.0,110,network E,F 18-24,17.32050808,7
07632B0708D8ED7B27189680AB3,BR,0.11.0,110,network A,unknown,71.70543912,7
07632B0708D8ED7B27189680AB3,BR,0.11.0,110,network A,unknown,64.13524772,6
